query_id,config_top_k,config_threshold,config_temperature,config_response_mode,map_score,mrr_score,correctness,relevancy,faithfulness,bleu_score,total_time
841e8920,10,0.7,0.1,compact,1.0,1.0,4.0,1.0,0.0,0.09541300465126665,3.4813270568847656
d42eca7d,10,0.7,0.1,compact,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f6d4e2a5,10,0.7,0.1,compact,1.0,1.0,3.0,1.0,0.0,0.39339789623472154,1.7867710590362549
209d67b9,10,0.7,0.1,compact,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f2aa0c49,10,0.7,0.1,compact,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63e2a964,10,0.7,0.1,compact,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d1440325,10,0.7,0.1,compact,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44d5b178,10,0.7,0.1,compact,1.0,1.0,5.0,1.0,1.0,1.0,1.1410608291625977
347708ad,10,0.7,0.1,compact,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2e49387e,10,0.7,0.1,compact,1.0,1.0,4.0,1.0,0.0,0.16064585037358273,1.587815761566162
93940125,10,0.7,0.1,compact,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f1ac1852,10,0.7,0.1,compact,0.0,0.0,1.0,0.0,0.0,4.235636485744319e-155,1.386193037033081
849d3361,10,0.7,0.5,compact,1.0,1.0,5.0,1.0,1.0,1.0,1.28688383102417
ca450431,10,0.7,0.5,compact,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00bdad3f,10,0.7,0.5,compact,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3b06dd93,10,0.7,0.5,compact,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ba3790fa,10,0.7,0.5,compact,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65d98c76,10,0.7,0.5,compact,0.0,0.0,0.0,0.0,0.0,0.0,0.0
03a533a3,10,0.7,0.5,compact,1.0,1.0,5.0,1.0,1.0,1.0,1.3826069831848145
67fabf7a,10,0.7,0.5,compact,1.0,1.0,3.0,1.0,0.0,0.24846885255901707,2.9009432792663574
841e8920,10,0.7,0.5,compact,1.0,1.0,4.0,1.0,0.0,0.11544867643260671,2.35801100730896
d42eca7d,10,0.7,0.5,compact,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f6d4e2a5,10,0.7,0.5,compact,1.0,1.0,4.0,1.0,0.0,0.4558423058385518,1.7580580711364746
209d67b9,10,0.7,0.5,compact,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f2aa0c49,10,0.7,0.5,compact,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63e2a964,10,0.7,0.5,compact,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d1440325,10,0.7,0.5,compact,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44d5b178,10,0.7,0.5,compact,1.0,1.0,5.0,1.0,1.0,1.0,1.2693369388580322
347708ad,10,0.7,0.5,compact,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2e49387e,10,0.7,0.5,compact,1.0,1.0,3.0,1.0,0.0,0.13116516715679058,1.816169023513794
93940125,10,0.7,0.5,compact,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f1ac1852,10,0.7,0.5,compact,0.0,0.0,1.0,0.0,0.0,6.130163797618427e-155,1.9352319240570068
